UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,10,2016,55,4463623,2177655,2285968,1766271,1813939,256024,295018,23482,24728,100026,117344,4124,4240,27728,30699,1789352,1839071,263381,304410,37857,41034,109849,127532,7482,7913,1900544,2003534,1516588,1560876,245206,282522,15317,17083,97634,114741,3311,3386,22488,24926,1535070,1581044,250504,289493,26860,30346,106224,123558,6177,6469,277111,282434,249683,253063,10818,12496,8165,7645,2392,2603,813,854,5240,5773,254282,258027,12877,14917,10997,10688,3625,3974,1305,1444
R,10,2016,56,4538146,2214268,2323878,1788659,1837380,263774,302313,23671,24976,106023,124482,4264,4333,27877,30394,1811983,1862211,271157,311613,38197,41044,115730,134636,7543,7929,1935511,2039761,1537480,1582491,252989,289843,15397,17351,103590,121822,3400,3507,22655,24747,1556231,1602448,258288,296764,27097,30454,112127,130636,6158,6568,278757,284117,251179,254889,10785,12470,8274,7625,2433,2660,864,826,5222,5647,255752,259763,12869,14849,11100,10590,3603,4000,1385,1361
R,10,2016,57,4425096,2155038,2270058,1749913,1803595,253369,293092,22507,23513,98942,116768,3930,4008,26377,29082,1771910,1827501,260131,301807,36397,39308,108274,126210,7032,7305,1899764,2007440,1519861,1568218,243323,281399,15012,16386,96727,114335,3184,3269,21657,23833,1537779,1587574,248211,287908,26329,29383,104966,122584,5818,6073,255274,262618,230052,235377,10046,11693,7495,7127,2215,2433,746,739,4720,5249,234131,239927,11920,13899,10068,9925,3308,3626,1214,1232
R,10,2016,58,4316904,2093474,2223430,1704765,1771987,241315,281070,20803,22493,97932,116426,3665,3847,24994,27607,1725466,1794523,247839,289371,34263,37592,106537,125407,6527,6924,1858175,1976383,1493218,1550287,231623,270092,13989,15925,95882,114215,2953,3138,20510,22726,1510037,1568650,236345,276305,25034,28424,103469,122040,5380,5788,235299,247047,211547,221700,9692,10978,6814,6568,2050,2211,712,709,4484,4881,215429,225873,11494,13066,9229,9168,3068,3367,1147,1136
R,10,2016,59,4310057,2082660,2227397,1700144,1780838,237678,279864,20852,22059,95953,114008,3493,3644,24540,26984,1720512,1802975,244079,287896,34250,37332,104221,122314,6334,6683,1854705,1985912,1494924,1563728,228504,269293,14031,15767,94040,111994,2861,2922,20345,22208,1511640,1581742,233247,275294,25110,28495,101419,119191,5298,5499,227955,241485,205220,217110,9174,10571,6821,6292,1913,2014,632,722,4195,4776,208872,221233,10832,12602,9140,8837,2802,3123,1036,1184
R,10,2016,60,4171977,2008345,2163632,1642847,1728645,226529,270898,19597,21321,92826,113127,3353,3483,23193,26158,1662148,1750094,232511,278594,32359,36227,100541,121240,6016,6418,1794331,1933802,1450329,1522218,217787,260826,13311,15298,90972,110966,2725,2896,19207,21598,1466166,1539728,222138,266586,23877,27765,97816,118025,5016,5404,214014,229830,192518,206427,8742,10072,6286,6023,1854,2161,628,587,3986,4560,195982,210366,10373,12008,8482,8462,2725,3215,1000,1014
R,10,2016,61,4091244,1965520,2125724,1612876,1705387,216423,259534,18825,20179,91859,112642,3206,3448,22331,24534,1631345,1725331,222156,266842,31188,34066,99282,120303,5803,6243,1759437,1902487,1426985,1504017,208135,250077,12937,14610,90071,110665,2664,2825,18645,20293,1442252,1520275,212340,255576,23279,26243,96712,117370,4911,5227,206083,223237,185891,201370,8288,9457,5888,5569,1788,1977,542,623,3686,4241,189093,205056,9816,11266,7909,7823,2570,2933,892,1016
R,10,2016,62,3969040,1897477,2071563,1565068,1669829,204073,248663,17536,19117,87047,107465,2963,3219,20790,23270,1582345,1688761,209374,255454,29229,32517,93870,114514,5270,5888,1707800,1862988,1393569,1481257,196410,240065,12337,14062,85494,105577,2460,2641,17530,19386,1407998,1496810,200370,245195,22273,25387,91573,111788,4485,4959,189677,208575,171499,188572,7663,8598,5199,5055,1553,1888,503,578,3260,3884,174347,191951,9004,10259,6956,7130,2297,2726,785,929
R,10,2016,63,3784360,1801331,1983029,1494427,1608489,187319,231656,16239,17630,81231,100498,2775,2882,19340,21874,1510523,1626357,192048,237959,27316,30319,87486,107177,4955,5406,1628097,1789996,1337842,1433731,180320,223642,11432,13063,79794,98867,2338,2413,16371,18280,1351389,1448460,183817,228423,20858,23824,85410,104746,4246,4620,173234,193033,156585,174758,6999,8014,4807,4567,1437,1631,437,469,2969,3594,159134,177897,8231,9536,6458,6495,2076,2431,709,786
R,10,2016,64,3673699,1746167,1927532,1455787,1568125,175914,221345,14988,16721,78972,98327,2660,2826,17846,20188,1470600,1584671,180355,227118,25247,28692,84646,104244,4735,5142,1585128,1746870,1309897,1404498,169582,213839,10719,12420,77581,96756,2253,2375,15096,16982,1322301,1418249,172903,218261,19463,22665,82671,101944,4061,4366,161039,180662,145890,163627,6332,7506,4269,4301,1391,1571,407,451,2750,3206,148299,166422,7452,8857,5784,6027,1975,2300,674,776
R,10,2016,65,3513494,1664571,1848923,1391690,1505607,167293,214169,14160,15808,72242,91700,2364,2599,16822,19040,1405586,1521184,171430,219709,24121,27256,77445,97069,4314,4758,1512054,1677239,1253017,1350215,161403,206964,10276,11746,71027,90185,2016,2182,14315,15947,1264741,1363064,164544,211187,18816,21557,75689,94883,3737,4061,152517,171684,138673,155392,5890,7205,3884,4062,1215,1515,348,417,2507,3093,140845,158120,6886,8522,5305,5699,1756,2186,577,697
R,10,2016,66,3412003,1612809,1799194,1340941,1459227,163697,208250,13829,15202,75663,95657,2385,2478,16294,18380,1354460,1474116,167790,213693,23445,26033,80664,101138,4266,4610,1467238,1630655,1208848,1306564,157925,201006,10113,11348,74494,94204,2004,2111,13854,15422,1220248,1318910,161017,205139,18351,20635,78966,98976,3687,3940,145571,168539,132093,152663,5772,7244,3716,3854,1169,1453,381,367,2440,2958,134212,155206,6773,8554,5094,5398,1698,2162,579,670
R,10,2016,67,3327475,1570657,1756818,1317591,1436909,150946,195756,13067,14203,71674,90210,2280,2451,15099,17289,1330122,1451015,154581,200763,22139,24621,76238,95066,4044,4420,1435777,1600588,1194930,1294865,145750,189187,9658,10775,70593,88968,1939,2075,12907,14718,1205564,1306752,148507,193080,17527,19861,74647,93244,3483,3810,134880,156230,122661,142044,5196,6569,3409,3428,1081,1242,341,376,2192,2571,124558,144263,6074,7683,4612,4760,1591,1822,561,610
R,10,2016,68,3251412,1530974,1720438,1293427,1418037,141753,185410,12097,13566,67456,84639,2054,2280,14187,16506,1305169,1431641,145279,190013,20627,23587,71672,89279,3676,4139,1404803,1572799,1178663,1283754,136824,179425,9047,10336,66446,83420,1743,1944,12080,13920,1188567,1295095,139517,182947,16414,18989,70188,87471,3182,3559,126171,147639,114764,134283,4929,5985,3050,3230,1010,1219,311,336,2107,2586,116602,136546,5762,7066,4213,4598,1484,1808,494,580
R,10,2016,69,3411734,1606265,1805469,1380551,1519213,134212,175250,12172,13065,62844,79288,1979,2044,14507,16609,1392715,1533044,137657,179880,21253,23398,66856,83693,3617,3827,1486253,1663140,1271097,1389288,129814,169666,9179,10079,61910,78119,1688,1741,12565,14247,1281576,1401044,132493,173290,17182,19132,65467,82027,3146,3337,120012,142329,109454,129925,4398,5584,2993,2986,934,1169,291,303,1942,2362,111139,132000,5164,6590,4071,4266,1389,1666,471,490
R,10,2016,70,2661907,1245748,1416159,1061600,1178548,106123,142205,9601,10742,55071,69337,1815,1795,11538,13532,1071296,1189707,108849,145886,16513,18756,58450,73278,3217,3396,1142248,1290541,967223,1064043,102151,137008,7110,8183,54292,68331,1578,1539,9894,11437,975491,1073370,104217,139834,13155,15084,57299,71799,2806,2970,103500,125618,94377,114505,3972,5197,2491,2559,779,1006,237,256,1644,2095,95805,116337,4632,6052,3358,3672,1151,1479,411,426
R,10,2016,71,2437804,1133184,1304620,961869,1081658,99862,135342,8680,9983,50889,63724,1626,1732,10258,12181,970422,1091723,102314,138668,14734,17229,53977,67220,2941,3167,1036317,1186777,873324,973942,96290,130656,6468,7582,50126,62808,1387,1482,8722,10307,880528,982371,98131,133179,11694,13835,52857,65888,2546,2740,96867,117843,88545,107716,3572,4686,2212,2401,763,916,239,250,1536,1874,89894,109352,4183,5489,3040,3394,1120,1332,395,427
R,10,2016,72,2373718,1096381,1277337,936368,1066437,92754,128053,8108,9221,47951,60231,1433,1611,9767,11784,944551,1076168,95032,131343,13961,16310,50822,63524,2650,3041,1009423,1167888,856834,966323,89412,123789,6144,7032,47335,59344,1247,1372,8451,10028,863862,974525,91167,126345,11313,13213,49909,62225,2332,2655,86958,109449,79534,100114,3342,4264,1964,2189,616,887,186,239,1316,1756,80689,101643,3865,4998,2648,3097,913,1299,318,386
R,10,2016,73,2430181,1116639,1313542,966235,1112739,88673,125133,7537,8901,43736,53977,1325,1391,9133,11401,973976,1122240,90745,128182,13157,15871,46234,57050,2466,2725,1035690,1209029,892015,1017184,85647,120953,5832,6813,43123,53210,1159,1187,7914,9682,898706,1025206,87230,123254,10821,12897,45327,55886,2170,2381,80949,104513,74220,95555,3026,4180,1705,2088,613,767,166,204,1219,1719,75270,97034,3515,4928,2336,2974,907,1164,296,344
R,10,2016,74,2150244,981768,1168476,843588,982695,79866,113650,6815,7974,42051,52877,1126,1324,8322,9956,850528,990962,81804,116350,11933,14078,44414,55582,2101,2432,909060,1073417,776938,895516,77124,109967,5276,6130,41535,52164,965,1106,7222,8534,782936,902544,78626,112052,9803,11488,43644,54562,1825,2094,72708,95059,66650,87179,2742,3683,1539,1844,516,713,161,218,1100,1422,67592,88418,3178,4298,2130,2590,770,1020,276,338
R,10,2016,75,1937688,875951,1061737,752017,891915,71181,104501,6225,7180,38134,47783,1032,1155,7362,9203,758201,899570,72830,106969,10693,12823,40309,50318,1913,2175,809576,974729,691094,812022,68721,101178,4827,5597,37663,47114,906,966,6365,7852,696418,818508,69975,103081,8786,10528,39586,49319,1687,1869,66375,87008,60923,79893,2460,3323,1398,1583,471,669,126,189,997,1351,61783,81062,2855,3888,1907,2295,723,999,226,306
R,10,2016,76,1808041,810075,997966,691762,834587,67444,100442,5715,6836,37263,46448,1016,1164,6875,8489,697477,841651,69022,102766,9799,11898,39398,48800,1847,2188,746681,913123,633513,756703,65131,97115,4366,5301,36780,45827,889,950,6002,7227,638486,762654,66356,98896,7976,9707,38704,47909,1637,1854,63394,84843,58249,77884,2313,3327,1349,1535,483,621,127,214,873,1262,58991,78997,2666,3870,1823,2191,694,891,210,334
R,10,2016,77,1677900,749547,928353,643391,780699,60641,91124,5009,6110,33662,41447,793,1093,6051,7880,648501,787228,62034,93208,8574,10820,35480,43699,1526,2054,691621,850127,590169,708768,58447,88088,3822,4719,33268,40897,669,927,5246,6728,594568,714330,59520,89657,6960,8830,34896,42874,1336,1756,57926,78226,53222,71931,2194,3036,1187,1391,394,550,124,166,805,1152,53933,72898,2514,3551,1614,1990,584,825,190,298
R,10,2016,78,1595722,705874,889848,608574,751953,55061,85084,4625,5871,31117,38858,825,996,5672,7086,613343,757855,56336,86991,8000,10045,32857,40898,1485,1826,652674,816108,559596,684147,53144,82216,3578,4575,30719,38353,703,809,4934,6008,563724,689122,54132,83670,6567,8211,32271,40127,1283,1530,53200,73740,48978,67806,1917,2868,1047,1296,398,505,122,187,738,1078,49619,68733,2204,3321,1433,1834,586,771,202,296
R,10,2016,79,1464842,639916,824926,552015,696503,49660,79087,4061,5252,28392,36528,699,893,5089,6663,556354,702040,50823,80898,7075,9114,29951,38452,1271,1715,591115,756356,506950,633401,47938,76491,3110,4028,28075,35998,594,740,4448,5698,510726,638094,48833,77894,5796,7409,29474,37698,1105,1472,48801,68570,45065,63102,1722,2596,951,1224,317,530,105,153,641,965,45628,63946,1990,3004,1279,1705,477,754,166,243
R,10,2016,80,1366816,589657,777159,509221,657162,45661,74880,3657,4779,25891,33526,619,784,4608,6028,513100,662171,46691,76552,6323,8318,27344,35235,1175,1467,544673,713237,467682,598189,43987,72470,2835,3677,25606,33094,531,673,4032,5134,471062,602414,44781,73746,5202,6746,26922,34613,1028,1285,44984,63922,41539,58973,1674,2410,822,1102,285,432,88,111,576,894,42038,59757,1910,2806,1121,1572,422,622,147,182
R,10,2016,81,1294978,549991,744987,476964,631232,41828,71005,3321,4552,23189,31624,549,716,4140,5858,480438,636078,42762,72544,5701,7957,24476,33360,1099,1388,508112,683760,438213,574740,40368,68736,2548,3488,22894,31189,483,586,3606,5021,441232,578868,41088,69921,4665,6484,24035,32717,976,1174,41879,61227,38751,56492,1460,2269,773,1064,295,435,66,130,534,837,39206,57210,1674,2623,1036,1473,441,643,123,214
R,10,2016,82,1166141,489319,676822,425324,575015,36594,63876,2812,3949,20364,28206,531,658,3694,5118,428504,579315,37414,65247,4893,6923,21533,29725,968,1248,452608,622410,391258,524722,35385,61891,2156,3011,20114,27812,454,567,3241,4407,394041,528402,36021,62949,4025,5624,21155,29160,848,1090,36711,54412,34066,50293,1209,1985,656,938,250,394,77,91,453,711,34463,50913,1393,2298,868,1299,378,565,120,158
R,10,2016,83,1070849,440544,630305,384194,536385,31944,58337,2480,3564,18310,26688,456,594,3160,4737,386865,540329,32642,59579,4264,6323,19347,28055,836,1188,408591,581078,354537,490838,30849,56499,1927,2771,18103,26359,395,516,2780,4095,356877,494227,31390,57464,3514,5212,19053,27583,740,1050,31953,49227,29657,45547,1095,1838,553,793,207,329,61,78,380,642,29988,46102,1252,2115,750,1111,294,472,96,138
R,10,2016,84,1017891,410660,607231,359887,520026,28799,54191,2161,3285,16520,24691,407,544,2886,4494,362349,523784,29475,55400,3770,5889,17440,25971,779,1094,381027,560504,332299,476748,27856,52510,1654,2521,16305,24369,350,477,2563,3879,334480,479972,28404,53485,3094,4814,17146,25494,685,955,29633,46727,27588,43278,943,1681,507,764,215,322,57,67,323,615,27869,43812,1071,1915,676,1075,294,477,94,139
R,10,2016,85,934895,371163,563732,328231,487640,23921,47021,1855,2896,14256,21826,340,453,2560,3896,330421,490903,24493,48083,3251,5140,15133,22964,659,900,344039,521551,302922,448540,23107,45550,1383,2168,14105,21551,297,390,2225,3352,304819,451324,23552,46378,2605,4145,14885,22549,579,786,27124,42181,25309,39100,814,1471,472,728,151,275,43,63,335,544,25602,39579,941,1705,646,995,248,415,80,114
R,10,2016,86,887916,343423,544493,303180,470155,22514,45624,1711,2696,13412,21779,325,461,2281,3778,305126,473319,23023,46609,3004,4849,14126,22891,619,925,318039,503590,279477,432103,21716,44257,1301,2037,13275,21527,288,393,1982,3273,281168,434826,22110,45022,2432,3943,13917,22519,552,803,25384,40903,23703,38052,798,1367,410,659,137,252,37,68,299,505,23958,38493,913,1587,572,906,209,372,67,122
R,10,2016,87,775301,291936,483365,258678,419170,18348,39884,1447,2254,11169,18370,283,416,2011,3271,260388,421872,18812,40809,2592,4106,11801,19315,528,820,270394,448354,238631,386595,17656,38683,1088,1716,11035,18149,248,359,1736,2852,240097,388939,18013,39419,2101,3359,11590,18998,462,723,21542,35011,20047,32575,692,1201,359,538,134,221,35,57,275,419,20291,32933,799,1390,491,747,211,317,66,97
R,10,2016,88,697351,255361,441990,226767,384425,15832,35779,1246,2026,9603,16401,195,336,1718,3023,228214,386943,16213,36608,2231,3756,10147,17269,414,718,236840,410917,209438,355640,15267,34653,933,1531,9514,16208,167,283,1521,2602,210714,357782,15577,35306,1817,3061,10014,16974,362,622,18521,31073,17329,28785,565,1126,313,495,89,193,28,53,197,421,17500,29161,636,1302,414,695,133,295,52,96
R,10,2016,89,616692,219318,397374,194544,346506,13708,31785,974,1792,8464,14413,175,280,1453,2598,195771,348679,14045,32479,1778,3333,8931,15131,352,585,203896,370457,180059,321507,13288,30814,753,1368,8375,14248,152,239,1269,2281,181129,323404,13558,31371,1462,2752,8790,14887,308,506,15422,26917,14485,24999,420,971,221,424,89,165,23,41,184,317,14642,25275,487,1108,316,581,141,244,44,79
R,10,2016,90,530571,182240,348331,161543,304185,11588,27754,863,1525,6885,12395,132,266,1229,2206,162584,306049,11890,28390,1544,2793,7268,12974,285,519,169174,325103,149328,282620,11200,26936,652,1169,6813,12232,112,230,1069,1916,150228,284230,11435,27441,1255,2293,7154,12749,247,459,13066,23228,12215,21565,388,818,211,356,72,163,20,36,160,290,12356,21819,455,949,289,500,114,225,38,60
R,10,2016,91,453144,149300,303844,132016,265235,9537,24122,712,1290,5976,10946,104,235,955,2016,132825,266915,9762,24732,1236,2426,6295,11483,220,471,138558,283869,121984,246684,9227,23411,520,977,5916,10816,87,207,824,1774,122684,248155,9400,23912,975,1996,6192,11291,186,417,10742,19975,10032,18551,310,711,192,313,60,130,17,28,131,242,10141,18760,362,820,261,430,103,192,34,54
R,10,2016,92,380182,120995,259187,106537,226896,7935,20350,567,1133,5060,9053,82,178,814,1577,107225,228199,8149,20824,1021,2067,5327,9465,168,349,112072,242607,98201,211487,7666,19760,426,875,4997,8941,72,154,710,1390,98800,212628,7834,20153,829,1711,5235,9307,148,310,8923,16580,8336,15409,269,590,141,258,63,112,10,24,104,187,8425,15571,315,671,192,356,92,158,20,39
R,10,2016,93,306378,94721,211657,83277,185332,6199,16630,468,864,4025,7362,75,139,677,1330,83851,186435,6376,17046,836,1640,4234,7697,162,298,87414,198450,76430,173054,5991,16152,352,661,3982,7286,63,120,596,1177,76938,174018,6134,16501,680,1364,4172,7584,136,262,7307,13207,6847,12278,208,478,116,203,43,76,12,19,81,153,6913,12417,242,545,156,276,62,113,26,36
R,10,2016,94,246312,73259,173053,64119,151481,4956,13763,353,712,3312,5940,49,133,470,1024,64521,152314,5082,14067,615,1299,3464,6203,111,259,67784,162321,59011,141458,4784,13406,269,562,3284,5872,40,118,396,905,59349,142188,4876,13664,489,1091,3416,6107,90,229,5475,10732,5108,10023,172,357,84,150,28,68,9,15,74,119,5172,10126,206,403,126,208,48,96,21,30
R,10,2016,95,190420,54157,136263,47515,119116,3567,10970,251,552,2420,4672,42,92,362,861,47810,119813,3686,11254,452,1054,2530,4896,88,202,50098,127774,43717,111221,3457,10681,182,432,2396,4619,31,81,315,740,43971,111820,3561,10919,356,871,2495,4807,68,174,4059,8489,3798,7895,110,289,69,120,24,53,11,11,47,121,3839,7993,125,335,96,183,35,89,20,28
R,10,2016,96,148857,40695,108162,35231,93855,3000,9240,196,447,1931,3897,34,76,303,647,35482,94376,3080,9460,362,816,2029,4063,76,157,37625,101358,32385,87518,2904,9011,147,344,1903,3858,26,62,260,565,32601,87968,2963,9195,291,672,1989,4001,62,130,3070,6804,2846,6337,96,229,49,103,28,39,8,14,43,82,2881,6408,117,265,71,144,40,62,14,27
R,10,2016,97,91060,23316,67744,19866,58302,1870,6072,134,296,1247,2596,26,42,173,436,20003,58651,1927,6235,231,541,1298,2700,50,102,21450,63500,18137,54354,1811,5913,98,241,1236,2575,21,38,147,379,18253,54653,1859,6051,179,460,1280,2665,38,88,1866,4244,1729,3948,59,159,36,55,11,21,5,4,26,57,1750,3998,68,184,52,81,18,35,12,14
R,10,2016,98,71415,17578,53837,15070,46376,1361,4809,93,243,907,2049,15,41,132,319,15175,46636,1411,4913,157,423,949,2124,36,87,16126,50434,13726,43214,1312,4689,66,196,901,2028,12,34,109,273,13810,43437,1349,4773,119,355,937,2091,31,74,1452,3403,1344,3162,49,120,27,47,6,21,3,7,23,46,1365,3199,62,140,38,68,12,33,5,13
