UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,10,2016,0,3978705,2035506,1943199,1449999,1383846,310787,296814,33527,32035,103591,99229,6338,6025,131264,125250,1571254,1499540,383534,366246,58638,55994,150898,144360,15475,14740,1506583,1438645,1002724,957197,280017,267451,17199,16446,97184,93116,4198,3996,105261,100439,1100504,1050493,339458,324182,33529,32031,136428,130555,10827,10318,528923,504554,447275,426649,30770,29363,16328,15589,6407,6113,2140,2029,26003,24811,470750,449047,44076,42064,25109,23963,14470,13805,4648,4422
R,10,2016,1,3997011,2044190,1952821,1460407,1393211,311780,299180,33596,32121,105694,101537,6378,6022,126335,120750,1576823,1504451,380623,365208,58478,55881,151867,145520,15366,14570,1516602,1448863,1013808,966668,281065,269824,17225,16472,99312,95421,4213,3972,100979,96506,1107363,1056044,337017,323498,33432,31944,137632,131919,10754,10187,527588,503958,446599,426543,30715,29356,16371,15649,6382,6116,2165,2050,25356,24244,469460,448407,43606,41710,25046,23937,14235,13601,4612,4383
R,10,2016,2,3999960,2045409,1954551,1461234,1391049,312558,303504,33404,32038,108658,103740,6427,5995,123128,118225,1574542,1499773,378810,368012,58062,55557,154149,146849,15322,14340,1519049,1450006,1015262,963795,281739,273894,17261,16435,102318,97655,4281,3940,98188,94287,1106088,1050929,335365,326198,33344,31740,140082,133421,10792,10035,526360,504545,445972,427254,30819,29610,16143,15603,6340,6085,2146,2055,24940,23938,468454,448844,43445,41814,24718,23817,14067,13428,4530,4305
R,10,2016,3,3973495,2029567,1943928,1449601,1383941,307357,299199,32903,31445,111564,106715,6470,6073,121672,116555,1561557,1491068,372429,362339,57198,54766,156922,149561,15295,14406,1510418,1443481,1009484,959526,277193,270170,16956,16282,105300,100549,4335,3979,97150,92975,1099336,1045409,329857,321324,32787,31467,143086,136147,10805,10042,519149,500447,440117,424415,30164,29029,15947,15163,6264,6166,2135,2094,24522,23580,462221,445659,42572,41015,24411,23299,13836,13414,4490,4364
R,10,2016,4,3986269,2036020,1950249,1458225,1392509,307580,298157,32888,31810,110807,106450,6396,6037,120124,115286,1568684,1498488,371784,360251,57238,55164,155386,148876,15117,14336,1512920,1445332,1013448,963098,277876,269505,17026,16468,104611,100474,4285,3988,95674,91799,1101861,1047906,329712,319676,32886,31666,141696,135725,10677,10057,523100,504917,444777,429411,29704,28652,15862,15342,6196,5976,2111,2049,24450,23487,466823,450582,42072,40575,24352,23498,13690,13151,4440,4279
R,10,2016,5,4038113,2065693,1972420,1487049,1415393,311374,301981,32383,31355,107929,103029,6347,5907,120611,114755,1597989,1520865,375976,363631,57059,54951,152351,145138,15111,14207,1528810,1456309,1027303,974035,282259,273723,17355,16461,101845,97238,4249,3879,95799,90973,1115857,1058065,334348,323368,33397,31743,138662,132095,10646,9905,536883,516111,459746,441358,29115,28258,15028,14894,6084,5791,2098,2028,24812,23782,482132,462800,41628,40263,23662,23208,13689,13043,4465,4302
R,10,2016,6,4046537,2066099,1980438,1488700,1422640,309883,300385,32469,31495,108437,104124,6196,5858,120414,115936,1599559,1529268,374240,362896,57268,55555,152594,146194,14896,14127,1528460,1461473,1027429,977458,281612,272784,17207,16934,102427,98484,4187,3915,95598,91898,1115865,1062374,333458,323019,33306,32561,139046,133409,10553,9956,537639,518965,461271,445182,28271,27601,15262,14561,6010,5640,2009,1943,24816,24038,483694,466894,40782,39877,23962,22994,13548,12785,4343,4171
R,10,2016,7,4014007,2047190,1966817,1474045,1409524,308550,301304,32852,31971,108022,104172,6340,6085,117381,113761,1581918,1514006,371391,363163,56840,54969,151308,145337,14617,14174,1523046,1460254,1026037,977055,279814,273093,17432,16947,102005,98449,4342,4059,93416,90651,1112295,1060701,330761,323201,32960,31903,137963,132771,10418,9976,524144,506563,448008,432469,28736,28211,15420,15024,6017,5723,1998,2026,23965,23110,469623,453305,40630,39962,23880,23066,13345,12566,4199,4198
R,10,2016,8,4141063,2113789,2027274,1524763,1454761,320120,312136,33738,32458,111490,107629,6302,6153,117376,114137,1632423,1559534,383228,374396,57480,55671,154395,148668,14897,14132,1573247,1508627,1061175,1010395,290637,283894,17748,17369,105450,101853,4260,4145,93977,90971,1147716,1094248,342152,334565,33298,32374,141286,136006,10622,10011,540542,518647,463588,444366,29483,28242,15990,15089,6040,5776,2042,2008,23399,23166,484707,465286,41076,39831,24182,23297,13109,12662,4275,4121
R,10,2016,9,4185871,2136337,2049534,1547632,1478456,321714,313384,34504,33407,111248,106892,6306,6275,114933,111120,1653090,1580251,383157,373466,58487,56479,153050,146855,14727,14326,1590062,1523665,1078179,1026742,292489,285206,18039,17837,105305,101189,4256,4205,91794,88486,1162791,1108129,342543,334048,33732,32759,140042,134435,10449,10106,546275,525869,469453,451714,29225,28178,16465,15570,5943,5703,2050,2070,23139,22634,490299,472122,40614,39418,24755,23720,13008,12420,4278,4220
R,10,2016,10,4154703,2122508,2032195,1545078,1472535,316392,307744,34269,32825,110136,106503,6210,6007,110423,106581,1646290,1570172,374675,364644,57564,55245,150885,145225,14294,13679,1587222,1516659,1083981,1028256,288408,280616,18012,17577,104187,101041,4192,4032,88442,85137,1165387,1106541,335991,327105,33247,32189,138349,133378,10170,9683,535286,515536,461097,444279,27984,27128,16257,15248,5949,5462,2018,1975,21981,21444,480903,463631,38684,37539,24317,23056,12536,11847,4124,3996
R,10,2016,11,4141978,2114604,2027374,1547843,1473380,310600,302822,33778,33053,110989,109388,6202,6164,105192,102567,1644187,1567136,365475,356849,56467,55135,149939,146937,13785,13580,1589075,1521826,1093805,1036664,283276,276677,18007,17653,105449,104153,4212,4285,84326,82394,1171377,1112235,328232,320994,32888,32141,138097,135740,9803,9809,525529,505548,454038,436716,27324,26145,15771,15400,5540,5235,1990,1879,20866,20173,472810,454901,37243,35855,23579,22994,11842,11197,3982,3771
R,10,2016,12,4134024,2108229,2025795,1549132,1478577,307165,299383,32925,32032,111493,111166,6048,5841,101466,98796,1641881,1568862,359354,350580,55211,53800,149504,147647,13608,13111,1597049,1531287,1106050,1050559,281175,274090,17933,17253,106000,105894,4174,4077,81717,79414,1181057,1123369,323877,316123,32809,31753,138075,136595,9859,9467,511180,494508,443082,428018,25990,25293,14992,14779,5493,5272,1874,1764,19749,19382,460824,445493,35477,34457,22402,22047,11429,11052,3749,3644
R,10,2016,13,4122264,2101598,2020666,1549350,1479114,305652,298196,32384,31690,110846,111001,5904,5682,97462,94983,1638354,1565865,355496,346969,54473,53202,146940,146205,13204,12693,1600145,1533846,1114544,1056806,280021,273687,17614,17020,105524,105877,4085,3996,78357,76460,1186400,1126923,320931,313742,32351,31475,135873,135448,9517,9287,501453,486820,434806,422308,25631,24509,14770,14670,5322,5124,1819,1686,19105,18523,451954,438942,34565,33227,22122,21727,11067,10757,3687,3406
R,10,2016,14,4124755,2103358,2021397,1551539,1481696,311540,303607,32634,31503,108493,107008,5809,5706,93343,91877,1636625,1565291,358965,350952,54473,53118,142789,140261,12920,12535,1605737,1538770,1118858,1062060,286451,279423,17927,17211,103308,102107,4089,4022,75104,73947,1187554,1129652,325502,318344,32545,31745,132108,130013,9467,9180,497621,482627,432681,419636,25089,24184,14707,14292,5185,4901,1720,1684,18239,17930,449071,435639,33463,32608,21928,21373,10681,10248,3453,3355
R,10,2016,15,4183060,2134479,2048581,1572983,1501941,320444,310879,32444,31537,109931,108116,5790,5664,92887,90444,1657409,1584343,367759,357263,54645,53230,143888,140727,12857,12525,1637943,1568704,1141007,1084161,295195,286948,18059,17553,104874,103264,4064,3957,74744,72821,1209122,1150759,334068,325154,33117,32239,133462,130714,9379,9144,496536,479877,431976,417780,25249,23931,14385,13984,5057,4852,1726,1707,18143,17623,448287,433584,33691,32109,21528,20991,10426,10013,3478,3381
R,10,2016,16,4269653,2182145,2087508,1605734,1526417,333608,323762,33529,32320,111325,109778,5985,5735,91964,89496,1689503,1607581,380096,369628,56219,54248,144578,141827,12931,12589,1679554,1605295,1167845,1106756,308352,299491,18813,17983,106284,104901,4291,4063,73969,72101,1235394,1172362,346496,337240,34191,33016,134339,131836,9564,9240,502591,482213,437889,419661,25256,24271,14716,14337,5041,4877,1694,1672,17995,17395,454109,435219,33600,32388,22028,21232,10239,9991,3367,3349
R,10,2016,17,4221366,2159895,2061471,1596587,1515578,327100,316055,32753,31706,108035,105977,5943,5503,89477,86652,1677873,1593975,372192,360547,55261,53696,139945,136463,12999,12161,1669095,1592549,1168734,1106964,302388,292552,18549,18051,103084,101269,4277,3951,72063,69762,1234417,1170249,339495,329217,34031,33244,129924,126783,9622,8993,490800,468922,427853,408614,24712,23503,14204,13655,4951,4708,1666,1552,17414,16890,443456,423726,32697,31330,21230,20452,10021,9680,3377,3168
R,10,2016,18,4239277,2168117,2071160,1600167,1519104,329552,319484,32721,31593,112119,110491,5930,5606,87628,84882,1679422,1596156,373349,362494,55174,53573,143337,140115,12842,12052,1679821,1606232,1174084,1113681,305107,296303,18521,17919,107148,105682,4251,4026,70710,68621,1238187,1176159,341199,331885,34017,33263,133517,130569,9576,8978,488296,464928,426083,405423,24445,23181,14200,13674,4971,4809,1679,1580,16918,16261,441235,419997,32150,30609,21157,20310,9820,9546,3266,3074
R,10,2016,19,4239825,2168341,2071484,1601425,1519307,327143,318009,32130,31228,117692,115606,5810,5498,84141,81836,1677628,1593294,368386,358675,54260,53084,148069,144503,12379,11826,1681648,1611127,1175724,1116937,303162,295481,18180,17874,112846,110880,4172,3995,67564,65960,1237086,1176660,336865,328917,33471,33179,138439,135261,9219,8852,486693,460357,425701,402370,23981,22528,13950,13354,4846,4726,1638,1503,16577,15876,440542,416634,31521,29758,20789,19905,9630,9242,3160,2974
R,10,2016,20,4286154,2194668,2091486,1622208,1533571,328022,320118,32661,30953,122865,120858,6038,5611,82874,80375,1697146,1605966,367760,359592,55177,52830,152841,149552,12661,12136,1705670,1631927,1194235,1131398,304216,297998,18384,17590,118038,116084,4370,4072,66427,64785,1254450,1189877,336619,330475,33815,32836,143443,140273,9482,9160,488998,459559,427973,402173,23806,22120,14277,13363,4827,4774,1668,1539,16447,15590,442696,416089,31141,29117,21362,19994,9398,9279,3179,2976
R,10,2016,21,4386881,2251658,2135223,1658057,1561679,344857,332656,33368,31607,127673,124558,6138,6005,81565,78718,1731372,1632329,383543,371136,56175,53601,157323,152502,12861,12570,1753953,1668993,1221874,1153703,320380,309541,18979,18186,122807,119826,4432,4361,65481,63376,1280752,1210722,351907,340958,34914,33723,148007,143413,9673,9478,497705,466230,436183,407976,24477,23115,14389,13421,4866,4732,1706,1644,16084,15342,450620,421607,31636,30178,21261,19878,9316,9089,3188,3092
R,10,2016,22,4453467,2286411,2167056,1673532,1575465,359768,347071,33732,32163,133945,128955,6203,6169,79231,77233,1744336,1644395,396610,384095,56803,54719,162795,156397,13119,12658,1787725,1701675,1236208,1168169,335083,324100,19340,18422,129067,124317,4543,4499,63484,62168,1292948,1223697,365007,354357,35548,34482,153566,147511,9937,9576,498686,465381,437324,407296,24685,22971,14392,13741,4878,4638,1660,1670,15747,15065,451388,420698,31603,29738,21255,20237,9229,8886,3182,3082
R,10,2016,23,4556540,2342210,2214330,1709608,1603174,374812,360553,35163,33285,140209,136254,6657,6230,75761,74834,1777076,1669668,409173,395767,57684,55999,168293,162881,13345,12723,1836953,1746289,1266321,1193338,349569,337205,20203,19513,135382,131491,4830,4594,60648,60148,1320393,1246852,377290,365788,36085,35768,159239,154060,10063,9646,505257,468041,443287,409836,25243,23348,14960,13772,4827,4763,1827,1636,15113,14686,456683,422816,31883,29979,21599,20231,9054,8821,3282,3077
R,10,2016,24,4654742,2390187,2264555,1745307,1639906,381087,366389,36946,33960,145940,144284,6812,6442,74095,73574,1810957,1705046,413419,399599,60039,56582,173667,171439,13484,13016,1878377,1790991,1296631,1225155,355397,342547,21307,20045,141023,139436,4947,4709,59072,59099,1348942,1277525,381167,369341,37620,36257,164723,162562,10207,9801,511810,473564,448676,414751,25690,23842,15639,13915,4917,4848,1865,1733,15023,14475,462015,427521,32252,30258,22419,20325,8944,8877,3277,3215
R,10,2016,25,4761813,2426568,2335245,1770536,1684999,385137,379370,37298,33803,155261,156933,7690,6756,70646,73384,1832192,1748990,415231,412366,59323,56001,182695,185192,14783,13866,1919216,1864613,1327580,1275609,358809,353770,21369,20123,149970,151592,5646,4989,55842,58530,1376228,1326588,382541,380059,36769,35772,173232,175604,11221,10625,507352,470632,442956,409390,26328,25600,15929,13680,5291,5341,2044,1767,14804,14854,455964,422402,32690,32307,22554,20229,9463,9588,3562,3241
R,10,2016,26,4792911,2437342,2355569,1786989,1704191,378800,376453,36720,33329,160590,165025,7833,7134,66410,69437,1844971,1765041,406162,407025,57696,54827,187101,191633,14487,13728,1930716,1890695,1344367,1299848,352410,350669,20716,19857,155221,159779,5658,5306,52344,55236,1389929,1348178,373676,374888,35348,34982,177860,182436,10897,10507,506626,464874,442622,404343,26390,25784,16004,13472,5369,5246,2175,1828,14066,14201,455042,416863,32486,32137,22348,19845,9241,9197,3590,3221
R,10,2016,27,4614725,2345670,2269055,1725426,1638586,356163,358890,34796,31694,160388,168863,7739,6792,61158,64230,1778832,1694479,380893,386766,54524,51643,184652,193950,13824,13112,1864034,1831157,1304298,1257257,331417,334705,19460,18928,155333,163851,5597,5120,47929,51296,1346029,1301724,350399,356745,33085,33055,176104,185453,10434,10185,481636,437898,421128,381329,24746,24185,15336,12766,5055,5012,2142,1672,13229,12934,432803,392755,30494,30021,21439,18588,8548,8497,3390,2927
R,10,2016,28,4516904,2288275,2228629,1698002,1621006,332837,340572,34334,30659,157873,168476,7549,6887,57680,61029,1748141,1674229,355601,366583,52830,49679,181260,192563,13465,12881,1808761,1795614,1277594,1243618,309123,316938,18883,17906,153000,163593,5463,5159,44698,48400,1316330,1285772,326301,337187,31375,31307,172956,184199,10103,9935,479514,433015,420408,377388,23714,23634,15451,12753,4873,4883,2086,1728,12982,12629,431811,388457,29300,29396,21455,18372,8304,8364,3362,2946
R,10,2016,29,4396061,2229168,2166893,1667771,1584184,313534,323040,32701,29474,153790,165108,7582,6670,53790,58417,1714375,1635098,334583,347681,50473,47934,175526,188303,13277,12414,1759309,1743604,1254654,1214641,291024,300213,17632,17245,149109,160496,5409,4983,41481,46026,1290367,1254631,306790,319259,29625,30108,167649,180400,9940,9567,469859,423289,413117,369543,22510,22827,15069,12229,4681,4612,2173,1687,12309,12391,424008,380467,27793,28422,20848,17826,7877,7903,3337,2847
R,10,2016,30,4404934,2231327,2173607,1679514,1598466,305381,317850,32576,29490,154235,165417,7510,6733,52111,55651,1724842,1646683,325192,340936,49764,47855,175498,187300,13098,12313,1757669,1748685,1262564,1227114,282890,294845,17395,16986,149500,160909,5329,5043,39991,43788,1297231,1264908,297431,312662,28951,29884,167557,179636,9735,9512,473658,424922,416950,371352,22491,23005,15181,12504,4735,4508,2181,1690,12120,11863,427611,381775,27761,28274,20813,17971,7941,7664,3363,2801
R,10,2016,31,4441593,2244377,2197216,1695676,1618777,302496,318830,32358,29334,155424,168369,7467,6780,50956,55126,1739843,1666639,321626,340936,49854,47597,175984,190498,12893,12462,1765454,1767773,1273880,1243007,280046,295928,16741,16862,150838,163753,5254,5157,38695,43066,1307182,1280251,293949,312562,28368,29672,168332,182684,9554,9731,478923,429443,421796,375770,22450,22902,15617,12472,4586,4616,2213,1623,12261,12060,432661,386388,27677,28374,21486,17925,7652,7814,3339,2731
R,10,2016,32,4345433,2185751,2159682,1653278,1592690,289957,309834,31641,28798,154837,168681,7162,6467,48876,53212,1695675,1638728,307856,330667,48508,46847,174798,190383,12566,12045,1719725,1734705,1242654,1220328,268304,287521,16494,16441,150269,164234,5040,4815,36964,41366,1274519,1256007,281169,303051,27686,29022,167186,182748,9290,9256,466026,424977,410624,372362,21653,22313,15147,12357,4568,4447,2122,1652,11912,11846,421156,382721,26687,27616,20822,17825,7612,7635,3276,2789
R,10,2016,33,4329049,2173547,2155502,1648326,1589892,286067,308367,31654,28884,152328,169243,7155,6556,48017,52560,1689845,1635262,303665,328712,48418,47145,171909,190457,12380,12142,1708334,1729337,1238206,1216911,264566,285653,16297,16339,147803,164819,5105,4885,36357,40730,1269404,1251865,277126,300793,27514,29067,164411,182916,9239,9346,465213,426165,410120,372981,21501,22714,15357,12545,4525,4424,2050,1671,11660,11830,420441,383397,26539,27919,20904,18078,7498,7541,3141,2796
R,10,2016,34,4375332,2192539,2182793,1666077,1611115,287306,312630,31425,28828,152867,171533,7191,6634,47673,52053,1707309,1656013,304686,332961,48345,47127,172089,192234,12486,12144,1720051,1746476,1249040,1228675,265707,289552,16216,16155,148188,166870,5045,4894,35855,40330,1279801,1263271,278023,304681,27514,28971,164358,184476,9242,9304,472488,436317,417037,382440,21599,23078,15209,12673,4679,4663,2146,1740,11818,11723,427508,392742,26663,28280,20831,18156,7731,7758,3244,2840
R,10,2016,35,4306490,2152725,2153765,1642500,1594294,281297,307836,30165,28447,145636,166428,6932,6137,46195,50623,1682283,1637962,297991,327710,46920,46434,164113,186286,12065,11514,1694054,1724853,1237157,1218083,260613,285515,15416,15933,141169,161899,4894,4479,34805,38944,1266908,1251490,272456,300144,26656,28435,156752,178784,8938,8760,458671,428912,405343,376211,20684,22321,14749,12514,4467,4529,2038,1658,11390,11679,415375,386472,25535,27566,20264,17999,7361,7502,3127,2754
R,10,2016,36,4401499,2207071,2194428,1680520,1619011,294019,321312,31367,28845,147338,168021,7179,6398,46648,50841,1720686,1662823,310983,341284,48501,47166,165893,187744,12451,11898,1727079,1754153,1256167,1232256,272611,298487,15936,16126,142606,163480,4995,4726,34764,39078,1285831,1265650,284491,313142,27364,28937,158103,180251,9166,9174,479992,440275,424353,386755,21408,22825,15431,12719,4732,4541,2184,1672,11884,11763,434855,397173,26492,28142,21137,18229,7790,7493,3285,2724
R,10,2016,37,4201768,2101015,2100753,1601589,1549935,278323,307117,29351,27276,142144,162962,6370,5953,43238,47510,1638921,1590725,293823,325699,45385,44494,159218,181580,11204,10924,1653425,1682915,1205715,1182877,258301,285427,15043,15215,137799,158724,4422,4394,32145,36278,1233223,1213797,269112,298813,25681,27237,152101,174472,8203,8383,447590,417838,395874,367058,20022,21690,14308,12061,4345,4238,1948,1559,11093,11232,405698,376928,24711,26886,19704,17257,7117,7108,3001,2541
R,10,2016,38,4043429,2016110,2027319,1540830,1499142,263646,293514,27875,26407,136674,157414,6114,5589,40971,45253,1575997,1537994,278318,310850,43304,43199,152851,175063,10521,10311,1584131,1618827,1157779,1140141,244696,272563,14317,14517,132476,153157,4348,4074,30515,34375,1183654,1169405,254977,285006,24637,26137,146045,168123,7830,7854,431979,408492,383051,359001,18950,20951,13558,11890,4198,4257,1766,1515,10456,10878,392343,368589,23341,25844,18667,17062,6806,6940,2691,2457
R,10,2016,39,4039124,2009334,2029790,1540047,1504941,260430,291927,28246,26518,134818,156492,5987,5629,39806,44283,1574231,1542679,274406,308792,43467,43237,150575,173894,10371,10341,1578276,1618371,1157193,1141785,242173,271382,14653,14945,130519,152296,4236,4120,29502,33843,1182218,1170380,251774,283565,24865,26685,143675,167053,7678,7882,431058,411419,382854,363156,18257,20545,13593,11573,4299,4196,1751,1509,10304,10440,392013,372299,22632,25227,18602,16552,6900,6841,2693,2459
R,10,2016,40,3885563,1930695,1954868,1475511,1449358,247994,277639,27195,25336,136109,155676,5665,5359,38221,41500,1508382,1484638,260961,293156,41866,41115,151429,172185,9991,9792,1511987,1551095,1103257,1092044,230214,257968,14053,14034,132047,151566,4058,3938,28358,31545,1127346,1118573,239023,269039,23852,25041,144993,165536,7481,7519,418708,403773,372254,357314,17780,19671,13142,11302,4062,4110,1607,1421,9863,9955,381036,366065,21938,24117,18014,16074,6436,6649,2510,2273
R,10,2016,41,3962705,1973442,1989263,1512147,1476739,252107,282685,26996,25673,140453,159011,5574,5160,36165,39995,1543023,1510768,264411,297325,41056,41022,154999,175022,9560,9351,1552259,1584755,1135697,1117480,235035,263375,13857,14360,136445,155040,4022,3800,27203,30700,1158640,1143383,243568,273862,23496,25213,148799,168682,7214,7163,421183,404508,376450,359259,17072,19310,13139,11313,4008,3971,1552,1360,8962,9295,384383,367385,20843,23463,17560,15809,6200,6340,2346,2188
R,10,2016,42,3918888,1947072,1971816,1493502,1467315,247532,278475,26633,25100,139460,157744,5285,5031,34660,38151,1522981,1499562,259100,292348,40467,40087,153318,172921,9202,9039,1537432,1574466,1126271,1112814,231477,260348,13789,14092,135722,153921,3848,3751,26325,29540,1148433,1137499,239649,270462,23287,24829,147624,167000,7019,6989,409640,397350,367231,354501,16055,18127,12844,11008,3738,3823,1437,1280,8335,8611,374548,362063,19451,21886,17180,15258,5694,5921,2183,2050
R,10,2016,43,3897289,1927558,1969731,1478853,1464717,246433,280408,25773,24994,137807,157318,4986,5003,33706,37291,1507443,1496098,257452,293805,39266,39818,151437,172225,8759,8942,1533978,1583225,1125493,1119743,231217,262829,13565,14242,134283,153620,3639,3736,25781,29055,1147101,1143917,238939,272599,23035,25078,146031,166496,6712,6922,393580,386506,353360,344974,15216,17579,12208,10752,3524,3698,1347,1267,7925,8236,360342,352181,18513,21206,16231,14740,5406,5729,2047,2020
R,10,2016,44,4050047,2004563,2045484,1543950,1528892,256803,290347,26375,25083,138918,158981,5058,4898,33459,37283,1572180,1560311,267477,303479,40372,40354,152210,173646,8819,8856,1612355,1659579,1191581,1184029,241826,272992,14058,14463,135301,155268,3741,3651,25848,29176,1213119,1208319,249443,282625,24109,25661,146813,168016,6780,6915,392208,385905,352369,344863,14977,17355,12317,10620,3617,3713,1317,1247,7611,8107,359061,351992,18034,20854,16263,14693,5397,5630,2039,1941
R,10,2016,45,4274185,2115127,2159058,1649299,1634113,265380,302643,26465,25863,134738,153750,5033,4903,34212,37786,1678200,1665958,276188,315817,41035,41827,148129,168167,8969,9047,1727855,1777071,1301205,1292929,250627,285520,14609,15126,131095,150109,3692,3685,26627,29702,1323464,1317701,258340,295167,25236,27089,142698,162582,6932,7089,387272,381987,348094,341184,14753,17123,11856,10737,3643,3641,1341,1218,7585,8084,354736,348257,17848,20650,15799,14738,5431,5585,2037,1958
R,10,2016,46,4400966,2183279,2217687,1708824,1688176,272466,305544,27138,25793,135674,155086,5050,5100,34127,37988,1737642,1719980,283251,318690,41938,42153,148673,169584,9054,9364,1793918,1840772,1358812,1351415,257548,288700,15032,15397,132085,151406,3747,3863,26694,29991,1381086,1376250,265372,298446,25940,27708,143306,163897,7049,7408,389361,376915,350012,336761,14918,16844,12106,10396,3589,3680,1303,1237,7433,7997,356556,343730,17879,20244,15998,14445,5367,5687,2005,1956
R,10,2016,47,4223268,2095789,2127479,1649180,1629768,255465,286519,25624,24749,128688,146721,4919,4839,31913,34883,1676224,1659006,265157,298099,39833,40298,140824,159904,8644,8757,1724566,1768381,1315226,1308322,241392,270889,14337,14808,125277,143196,3703,3686,24631,27480,1335862,1331134,248113,279330,24759,26559,135740,154568,6755,6914,371223,359098,333954,321446,14073,15630,11287,9941,3411,3525,1216,1153,7282,7403,340362,327872,17044,18769,15074,13739,5084,5336,1889,1843
R,10,2016,48,4069150,2015525,2053625,1583358,1570112,249579,280855,24903,23953,123465,141496,4451,4452,29769,32757,1608389,1597327,258496,291709,38494,38754,134676,153733,7956,8311,1661754,1710819,1265249,1263254,235801,265613,13963,14548,120374,138274,3305,3347,23062,25783,1284402,1284386,242020,273482,24025,25803,130066,148916,6199,6566,353771,342806,318109,306858,13778,15242,10940,9405,3091,3222,1146,1105,6707,6974,323987,312941,16476,18227,14469,12951,4610,4817,1757,1745
R,10,2016,49,4068151,2009871,2058280,1589861,1586109,249302,282272,24076,23871,113479,129866,4576,4386,28577,31776,1613864,1612530,257744,292999,37481,38630,124054,141227,7908,8098,1668973,1725157,1282952,1287778,236037,267326,13909,14926,110451,126813,3435,3325,22189,24989,1301329,1308293,241880,275058,23919,26226,119592,136582,6244,6445,340898,333123,306909,298331,13265,14946,10167,8945,3028,3053,1141,1061,6388,6787,312535,304237,15864,17941,13562,12404,4462,4645,1664,1653
R,10,2016,50,4095666,2021360,2074306,1597251,1599153,255354,287944,24066,23893,111993,127674,4487,4497,28209,31145,1620656,1624948,263793,298292,37580,38686,122217,138762,7955,8164,1687734,1748858,1297041,1307811,242083,273415,14098,15133,109084,124594,3400,3451,22028,24454,1315025,1327816,247924,280854,24396,26485,117878,134103,6326,6500,333626,325448,300210,291342,13271,14529,9968,8760,2909,3080,1087,1046,6181,6691,305631,297132,15869,17438,13184,12201,4339,4659,1629,1664
R,10,2016,51,4317156,2129872,2187284,1689134,1692755,267560,302189,25259,25019,114384,130467,4658,4562,28877,32292,1713230,1719460,275965,312708,39337,40586,124758,141811,8137,8407,1793662,1860351,1386516,1400216,254332,287415,15222,16169,111428,127377,3595,3555,22569,25619,1405068,1421106,260192,295052,25880,28329,120414,137182,6506,6784,336210,326933,302618,292539,13228,14774,10037,8850,2956,3090,1063,1007,6308,6673,308162,298354,15773,17656,13457,12257,4344,4629,1631,1623
R,10,2016,52,4465564,2194569,2270995,1751821,1770842,269675,306195,25318,25516,114199,131772,4517,4575,29039,32095,1775912,1797315,277832,316198,39886,41686,124565,142935,8083,8343,1872314,1950665,1461729,1483816,256977,291797,15594,16829,111455,128883,3503,3591,23056,25749,1480611,1504776,262729,299079,26934,29752,120468,138561,6495,6797,322255,320330,290092,287026,12698,14398,9724,8687,2744,2889,1014,984,5983,6346,295301,292539,15103,17119,12952,11934,4097,4374,1588,1546
R,10,2016,53,4454471,2182116,2272355,1745307,1778646,264072,300148,24818,24885,114981,132301,4266,4496,28672,31879,1769190,1804902,272020,310055,39379,41028,125108,143159,7674,8292,1876347,1964581,1470264,1503093,251903,286404,15680,16498,112285,129433,3319,3550,22896,25603,1489121,1523896,257508,293692,27110,29426,121149,138802,6216,6741,305769,307774,275043,275553,12169,13744,9138,8387,2696,2868,947,946,5776,6276,280069,281006,14512,16363,12269,11602,3959,4357,1458,1551
R,10,2016,54,4444353,2174178,2270175,1749570,1789693,260027,296941,24064,24675,107930,123142,4409,4500,28178,31224,1773129,1815267,267556,306651,38318,40900,117961,133681,7882,8197,1881400,1974972,1485669,1525274,248647,284065,15360,16457,105428,120401,3498,3584,22798,25191,1504522,1545670,254000,291174,26744,29527,114228,129526,6474,6658,292778,295203,263901,264419,11380,12876,8704,8218,2502,2741,911,916,5380,6033,268607,269597,13556,15477,11574,11373,3733,4155,1408,1539
